# Locale,  Region, Date,         Description,               Type, Notes.
  "en-AU", "VIC",  "2012-04-07", "Easter Saturday",         "RV", ""
  "en-AU", "NT",   "2012-04-07", "Easter Saturday",         "RV", ""
  "en-AU", "",     "2012-04-09", "Easter Monday",           "NRV", ""
  "en-AU", "QL",   "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "SA",   "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "NSW",  "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "WA",   "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "VIC",  "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "TAS",  "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "NT",   "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "ACT",  "2012-04-25", "Anzac Day",               "V",  ""
  "en-AU", "QL",   "2012-05-07", "Labour Day",              "V",  ""
  "en-AU", "NT",   "2012-05-07", "May Day",                 "V",  ""
  "en-AU", "WA",   "2012-06-04", "Foundation Day",          "V",  ""
  "en-AU", "QL",   "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "SA",   "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "NSW",  "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "VIC",  "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "TAS",  "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "NT",   "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "ACT",  "2012-06-11", "Queen's Birthday",        "V",  ""
  "en-AU", "NT",   "2012-08-06", "Picnic Day",              "V",  ""
  "en-AU", "NSW",  "2012-08-06", "Bank Holiday",            "V",  ""
  "en-AU", "WA",   "2012-10-01", "Queen's Birthday",        "V",  ""
  "en-AU", "SA",   "2012-10-01", "Labour Day",              "V",  ""
  "en-AU", "NSW",  "2012-10-01", "Labour Day",              "V",  ""
  "en-AU", "ACT",  "2012-10-01", "Labour Day",              "V",  ""
  "en-AU", "TAS",  "2012-11-05", "Recreation Day",          "V",  ""
  "en-AU", "",     "2012-12-25", "Christmas Day",           "NRF", ""
  "en-AU", "QL",   "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "SA",   "2012-12-26", "Proclamation Day",        "F",  ""
  "en-AU", "NSW",  "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "WA",   "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "VIC",  "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "TAS",  "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "NT",   "2012-12-26", "Boxing Day",              "F",  ""
  "en-AU", "ACT",  "2012-12-26", "Boxing Day",              "F",  ""
